id,WorkChallengesSelect
1060,Lack of data science talent in the organization
1060,Limitations of tools
1061,Company politics / Lack of management/financial support for a data science team
1061,Difficulties in deployment/scoring
1061,Explaining data science to others
1061,Lack of data science talent in the organization
1061,Maintaining responsible expectations about the potential impact of data science projects
1061,Organization is small and cannot afford a data science team
1062,Dirty data
1062,Lack of funds to buy useful datasets from external sources
1062,Maintaining responsible expectations about the potential impact of data science projects
1062,Organization is small and cannot afford a data science team
1062,Scaling data science solution up to full database
1062,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1063,Company politics / Lack of management/financial support for a data science team
1063,Data Science results not used by business decision makers
1063,Inability to integrate findings into organization's decision-making process
1063,Lack of data science talent in the organization
1064,Dirty data
1064,Lack of data science talent in the organization
1064,Lack of significant domain expert input
1064,The lack of a clear question to be answering or a clear direction to go in with the available data
1064,Unavailability of/difficult access to data
1065,Dirty data
1065,Explaining data science to others
1065,Limitations in the state of the art in machine learning
1065,Maintaining responsible expectations about the potential impact of data science projects
1065,Privacy issues
1065,The lack of a clear question to be answering or a clear direction to go in with the available data
1066,Data Science results not used by business decision makers
1066,Lack of data science talent in the organization
1066,Limitations of tools
1066,Maintaining responsible expectations about the potential impact of data science projects
1066,Organization is small and cannot afford a data science team
1066,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1067,Company politics / Lack of management/financial support for a data science team
1067,Other
1068,I prefer not to say
1069,Company politics / Lack of management/financial support for a data science team
1069,Dirty data
1069,Inability to integrate findings into organization's decision-making process
1069,Lack of data science talent in the organization
1069,Limitations of tools
1069,Need to coordinate with IT
1069,Privacy issues
1069,Scaling data science solution up to full database
1069,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1069,Unavailability of/difficult access to data
1070,Company politics / Lack of management/financial support for a data science team
1070,Dirty data
1070,Lack of data science talent in the organization
1070,Lack of funds to buy useful datasets from external sources
1070,Limitations in the state of the art in machine learning
1070,Limitations of tools
1071,Explaining data science to others
1072,Inability to integrate findings into organization's decision-making process
1072,Need to coordinate with IT
1072,Organization is small and cannot afford a data science team
1073,Company politics / Lack of management/financial support for a data science team
1073,Data Science results not used by business decision makers
1073,Difficulties in deployment/scoring
1073,Explaining data science to others
1073,Inability to integrate findings into organization's decision-making process
1073,Lack of data science talent in the organization
1073,Lack of significant domain expert input
1073,Maintaining responsible expectations about the potential impact of data science projects
1073,Need to coordinate with IT
1073,Scaling data science solution up to full database
1073,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1073,The lack of a clear question to be answering or a clear direction to go in with the available data
1074,Dirty data
1074,Lack of data science talent in the organization
1074,Privacy issues
1074,Scaling data science solution up to full database
1074,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1074,The lack of a clear question to be answering or a clear direction to go in with the available data
1074,Unavailability of/difficult access to data
1075,Maintaining responsible expectations about the potential impact of data science projects
1075,The lack of a clear question to be answering or a clear direction to go in with the available data
1076,Company politics / Lack of management/financial support for a data science team
1076,Data Science results not used by business decision makers
1076,Did not instrument data useful for scientific analysis and decision-making
1076,Difficulties in deployment/scoring
1076,Explaining data science to others
1076,Lack of data science talent in the organization
1076,Lack of funds to buy useful datasets from external sources
1076,Need to coordinate with IT
1076,Organization is small and cannot afford a data science team
1076,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1076,The lack of a clear question to be answering or a clear direction to go in with the available data
1077,Unavailability of/difficult access to data
1078,Company politics / Lack of management/financial support for a data science team
1078,Dirty data
1078,Need to coordinate with IT
1078,Privacy issues
1079,Company politics / Lack of management/financial support for a data science team
1079,Data Science results not used by business decision makers
1079,Dirty data
1079,Explaining data science to others
1079,Lack of data science talent in the organization
1079,Privacy issues
1079,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1079,Unavailability of/difficult access to data
1080,Company politics / Lack of management/financial support for a data science team
1080,Data Science results not used by business decision makers
1080,Difficulties in deployment/scoring
1080,Dirty data
1080,Inability to integrate findings into organization's decision-making process
1080,Lack of data science talent in the organization
1080,Lack of funds to buy useful datasets from external sources
1080,Lack of significant domain expert input
1080,Limitations in the state of the art in machine learning
1080,Limitations of tools
1080,Organization is small and cannot afford a data science team
1080,Privacy issues
1080,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1080,The lack of a clear question to be answering or a clear direction to go in with the available data
1080,Unavailability of/difficult access to data
1081,Company politics / Lack of management/financial support for a data science team
1082,Company politics / Lack of management/financial support for a data science team
1082,Dirty data
1082,Explaining data science to others
1082,Maintaining responsible expectations about the potential impact of data science projects
1082,Organization is small and cannot afford a data science team
1082,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1082,The lack of a clear question to be answering or a clear direction to go in with the available data
1083,Dirty data
1083,Organization is small and cannot afford a data science team
1083,The lack of a clear question to be answering or a clear direction to go in with the available data
1084,Difficulties in deployment/scoring
1084,Dirty data
1084,Maintaining responsible expectations about the potential impact of data science projects
1084,Need to coordinate with IT
1084,Privacy issues
1084,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1085,Company politics / Lack of management/financial support for a data science team
1085,Need to coordinate with IT
1085,Privacy issues
1085,Unavailability of/difficult access to data
1086,Dirty data
1086,Privacy issues
1086,Unavailability of/difficult access to data
1087,Dirty data
1087,Lack of funds to buy useful datasets from external sources
1087,Unavailability of/difficult access to data
1088,Did not instrument data useful for scientific analysis and decision-making
1088,Difficulties in deployment/scoring
1088,Lack of data science talent in the organization
1088,Lack of funds to buy useful datasets from external sources
1088,Lack of significant domain expert input
1088,Limitations in the state of the art in machine learning
1088,Organization is small and cannot afford a data science team
1088,Scaling data science solution up to full database
1088,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1088,The lack of a clear question to be answering or a clear direction to go in with the available data
1089,Company politics / Lack of management/financial support for a data science team
1089,Data Science results not used by business decision makers
1089,Did not instrument data useful for scientific analysis and decision-making
1089,Dirty data
1089,Lack of data science talent in the organization
1089,Lack of funds to buy useful datasets from external sources
1089,Lack of significant domain expert input
1089,Limitations in the state of the art in machine learning
1089,Limitations of tools
1089,Maintaining responsible expectations about the potential impact of data science projects
1089,Organization is small and cannot afford a data science team
1089,Scaling data science solution up to full database
1089,The lack of a clear question to be answering or a clear direction to go in with the available data
1090,Data Science results not used by business decision makers
1090,Did not instrument data useful for scientific analysis and decision-making
1090,Dirty data
1091,Explaining data science to others
1091,Lack of significant domain expert input
1091,Organization is small and cannot afford a data science team
1091,The lack of a clear question to be answering or a clear direction to go in with the available data
1092,Dirty data
1092,Privacy issues
1092,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1092,Unavailability of/difficult access to data
1093,Lack of significant domain expert input
1094,Company politics / Lack of management/financial support for a data science team
1094,Data Science results not used by business decision makers
1094,Explaining data science to others
1094,Inability to integrate findings into organization's decision-making process
1094,Lack of data science talent in the organization
1094,Need to coordinate with IT
1094,Privacy issues
1094,Scaling data science solution up to full database
1094,Unavailability of/difficult access to data
1095,Dirty data
1095,Limitations in the state of the art in machine learning
1095,Scaling data science solution up to full database
1095,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1096,Dirty data
1096,I prefer not to say
1096,Lack of significant domain expert input
1096,Limitations of tools
1097,Company politics / Lack of management/financial support for a data science team
1097,Lack of funds to buy useful datasets from external sources
1097,Limitations in the state of the art in machine learning
1097,Limitations of tools
1097,Other
1098,Data Science results not used by business decision makers
1098,Difficulties in deployment/scoring
1098,Dirty data
1098,Explaining data science to others
1098,Unavailability of/difficult access to data
1099,Company politics / Lack of management/financial support for a data science team
1099,Limitations of tools
1099,Privacy issues
1099,The lack of a clear question to be answering or a clear direction to go in with the available data
1100,Lack of data science talent in the organization
1101,Did not instrument data useful for scientific analysis and decision-making
1101,Difficulties in deployment/scoring
1101,Dirty data
1101,Maintaining responsible expectations about the potential impact of data science projects
1101,Privacy issues
1101,The lack of a clear question to be answering or a clear direction to go in with the available data
1102,Maintaining responsible expectations about the potential impact of data science projects
1103,Dirty data
1103,Lack of data science talent in the organization
1103,Limitations of tools
1103,Need to coordinate with IT
1103,Privacy issues
1104,Dirty data
1104,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1104,The lack of a clear question to be answering or a clear direction to go in with the available data
1105,Company politics / Lack of management/financial support for a data science team
1105,Data Science results not used by business decision makers
1105,Dirty data
1105,Explaining data science to others
1105,Inability to integrate findings into organization's decision-making process
1105,Lack of data science talent in the organization
1105,Lack of funds to buy useful datasets from external sources
1105,Limitations of tools
1105,Need to coordinate with IT
1105,The lack of a clear question to be answering or a clear direction to go in with the available data
1105,Unavailability of/difficult access to data
1106,Difficulties in deployment/scoring
1107,Lack of significant domain expert input
1107,Need to coordinate with IT
1108,Dirty data
1108,Scaling data science solution up to full database
1109,Company politics / Lack of management/financial support for a data science team
1109,Data Science results not used by business decision makers
1109,Dirty data
1109,Lack of significant domain expert input
1109,Limitations of tools
1110,Dirty data
1110,Explaining data science to others
1110,Lack of funds to buy useful datasets from external sources
1110,Limitations in the state of the art in machine learning
1110,Organization is small and cannot afford a data science team
1110,The lack of a clear question to be answering or a clear direction to go in with the available data
1110,Unavailability of/difficult access to data
1111,Inability to integrate findings into organization's decision-making process
1111,Unavailability of/difficult access to data
1112,Company politics / Lack of management/financial support for a data science team
1112,Data Science results not used by business decision makers
1112,Dirty data
1112,Inability to integrate findings into organization's decision-making process
1112,Lack of data science talent in the organization
1112,Lack of significant domain expert input
1112,Limitations in the state of the art in machine learning
1112,Maintaining responsible expectations about the potential impact of data science projects
1112,Need to coordinate with IT
1112,Organization is small and cannot afford a data science team
1112,Scaling data science solution up to full database
1112,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1112,The lack of a clear question to be answering or a clear direction to go in with the available data
1113,Lack of data science talent in the organization
1113,Organization is small and cannot afford a data science team
1114,Scaling data science solution up to full database
1115,Limitations in the state of the art in machine learning
1116,Difficulties in deployment/scoring
1116,Inability to integrate findings into organization's decision-making process
1116,Need to coordinate with IT
1116,Privacy issues
1116,Unavailability of/difficult access to data
1117,Dirty data
1118,Dirty data
1119,Company politics / Lack of management/financial support for a data science team
1120,Scaling data science solution up to full database
1120,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1120,The lack of a clear question to be answering or a clear direction to go in with the available data
1120,Unavailability of/difficult access to data
1121,Difficulties in deployment/scoring
1121,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1122,Data Science results not used by business decision makers
1122,Dirty data
1122,Lack of data science talent in the organization
1122,Maintaining responsible expectations about the potential impact of data science projects
1123,Company politics / Lack of management/financial support for a data science team
1123,Dirty data
1123,Need to coordinate with IT
1123,Privacy issues
1123,Unavailability of/difficult access to data
1124,Dirty data
1124,Explaining data science to others
1124,Lack of data science talent in the organization
1124,Lack of funds to buy useful datasets from external sources
1124,Lack of significant domain expert input
1124,Limitations of tools
1124,Need to coordinate with IT
1124,Privacy issues
1124,Unavailability of/difficult access to data
1125,I prefer not to say
1126,Dirty data
1126,Lack of data science talent in the organization
1126,Limitations in the state of the art in machine learning
1126,Maintaining responsible expectations about the potential impact of data science projects
1126,Need to coordinate with IT
1126,Unavailability of/difficult access to data
1127,NA
1128,Company politics / Lack of management/financial support for a data science team
1128,Lack of data science talent in the organization
1128,Lack of significant domain expert input
1128,Privacy issues
1128,Unavailability of/difficult access to data
1129,NA
1130,Maintaining responsible expectations about the potential impact of data science projects
1130,Scaling data science solution up to full database
1130,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1131,NA
1132,I prefer not to say
1133,Lack of significant domain expert input
1133,Maintaining responsible expectations about the potential impact of data science projects
1133,Unavailability of/difficult access to data
1134,Difficulties in deployment/scoring
1134,Dirty data
1134,Lack of data science talent in the organization
1134,Lack of significant domain expert input
1134,Limitations of tools
1134,Scaling data science solution up to full database
1134,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1134,The lack of a clear question to be answering or a clear direction to go in with the available data
1134,Unavailability of/difficult access to data
1135,Company politics / Lack of management/financial support for a data science team
1135,Data Science results not used by business decision makers
1135,Dirty data
1135,Inability to integrate findings into organization's decision-making process
1135,Scaling data science solution up to full database
1135,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1135,The lack of a clear question to be answering or a clear direction to go in with the available data
1135,Unavailability of/difficult access to data
1136,Company politics / Lack of management/financial support for a data science team
1136,Data Science results not used by business decision makers
1136,Lack of data science talent in the organization
1136,Limitations of tools
1137,Dirty data
1137,Lack of significant domain expert input
1137,Limitations of tools
1138,Company politics / Lack of management/financial support for a data science team
1138,Data Science results not used by business decision makers
1138,Dirty data
1138,Lack of significant domain expert input
1138,Maintaining responsible expectations about the potential impact of data science projects
1138,Organization is small and cannot afford a data science team
1138,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1138,The lack of a clear question to be answering or a clear direction to go in with the available data
1139,Lack of funds to buy useful datasets from external sources
1139,Lack of significant domain expert input
1139,Limitations in the state of the art in machine learning
1139,Organization is small and cannot afford a data science team
1140,Company politics / Lack of management/financial support for a data science team
1140,Data Science results not used by business decision makers
1140,Dirty data
1140,Lack of data science talent in the organization
1140,Limitations of tools
1140,Need to coordinate with IT
1140,Scaling data science solution up to full database
1140,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1140,The lack of a clear question to be answering or a clear direction to go in with the available data
1140,Unavailability of/difficult access to data
1141,Dirty data
1141,Need to coordinate with IT
1141,Organization is small and cannot afford a data science team
1141,The lack of a clear question to be answering or a clear direction to go in with the available data
1142,Data Science results not used by business decision makers
1142,Lack of data science talent in the organization
1142,Organization is small and cannot afford a data science team
1143,Company politics / Lack of management/financial support for a data science team
1143,Did not instrument data useful for scientific analysis and decision-making
1143,Lack of data science talent in the organization
1143,The lack of a clear question to be answering or a clear direction to go in with the available data
1143,Unavailability of/difficult access to data
1144,NA
1145,Dirty data
1145,Unavailability of/difficult access to data
1146,Dirty data
1146,Inability to integrate findings into organization's decision-making process
1146,Lack of data science talent in the organization
1146,Need to coordinate with IT
1146,Organization is small and cannot afford a data science team
1147,Company politics / Lack of management/financial support for a data science team
1147,Dirty data
1147,Inability to integrate findings into organization's decision-making process
1147,Lack of data science talent in the organization
1147,Lack of significant domain expert input
1147,Organization is small and cannot afford a data science team
1147,Privacy issues
1147,The lack of a clear question to be answering or a clear direction to go in with the available data
1147,Unavailability of/difficult access to data
1148,Company politics / Lack of management/financial support for a data science team
1148,Difficulties in deployment/scoring
1148,Lack of data science talent in the organization
1148,Organization is small and cannot afford a data science team
1149,NA
1150,NA
1151,Dirty data
1151,Explaining data science to others
1151,Limitations of tools
1151,Organization is small and cannot afford a data science team
1151,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1151,Unavailability of/difficult access to data
1152,NA
1153,Company politics / Lack of management/financial support for a data science team
1153,Data Science results not used by business decision makers
1153,Dirty data
1153,Lack of significant domain expert input
1153,Maintaining responsible expectations about the potential impact of data science projects
1153,Need to coordinate with IT
1153,Organization is small and cannot afford a data science team
1154,NA
1155,NA
1156,NA
1157,NA
1158,NA
1159,NA
1160,NA
1161,NA
1162,NA
1163,Dirty data
1164,NA
1165,NA
1166,Company politics / Lack of management/financial support for a data science team
1166,Lack of data science talent in the organization
1167,NA
1168,Dirty data
1168,Explaining data science to others
1168,Inability to integrate findings into organization's decision-making process
1168,Limitations in the state of the art in machine learning
1168,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1168,Unavailability of/difficult access to data
1169,NA
1170,Company politics / Lack of management/financial support for a data science team
1170,Lack of data science talent in the organization
1170,Lack of significant domain expert input
1170,The lack of a clear question to be answering or a clear direction to go in with the available data
1170,Unavailability of/difficult access to data
1171,Company politics / Lack of management/financial support for a data science team
1171,Dirty data
1171,Explaining data science to others
1171,Lack of data science talent in the organization
1171,Organization is small and cannot afford a data science team
1172,Company politics / Lack of management/financial support for a data science team
1172,Data Science results not used by business decision makers
1172,Dirty data
1172,Explaining data science to others
1172,Lack of data science talent in the organization
1172,Lack of funds to buy useful datasets from external sources
1172,Limitations of tools
1172,Need to coordinate with IT
1172,Privacy issues
1172,Scaling data science solution up to full database
1172,Unavailability of/difficult access to data
1173,NA
1174,NA
1175,NA
1176,NA
1177,NA
1178,Data Science results not used by business decision makers
1178,Difficulties in deployment/scoring
1178,Explaining data science to others
1178,Inability to integrate findings into organization's decision-making process
1178,The lack of a clear question to be answering or a clear direction to go in with the available data
1179,Company politics / Lack of management/financial support for a data science team
1179,Dirty data
1179,Limitations in the state of the art in machine learning
1179,Limitations of tools
1180,Company politics / Lack of management/financial support for a data science team
1180,Maintaining responsible expectations about the potential impact of data science projects
1180,Scaling data science solution up to full database
1181,NA
1182,Dirty data
1182,Lack of data science talent in the organization
1182,Unavailability of/difficult access to data
1183,NA
1184,Other
1185,NA
1186,NA
1187,NA
1188,Dirty data
1188,Explaining data science to others
1189,Company politics / Lack of management/financial support for a data science team
1189,Dirty data
1189,Lack of data science talent in the organization
1189,Lack of significant domain expert input
1189,Limitations in the state of the art in machine learning
1189,Limitations of tools
1189,Scaling data science solution up to full database
1189,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1189,The lack of a clear question to be answering or a clear direction to go in with the available data
1190,NA
1191,NA
1192,Company politics / Lack of management/financial support for a data science team
1192,Data Science results not used by business decision makers
1192,Dirty data
1192,Lack of data science talent in the organization
1192,Lack of significant domain expert input
1192,Privacy issues
1192,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1192,The lack of a clear question to be answering or a clear direction to go in with the available data
1193,Dirty data
1193,Lack of significant domain expert input
1193,Limitations in the state of the art in machine learning
1194,Data Science results not used by business decision makers
1194,Did not instrument data useful for scientific analysis and decision-making
1194,Limitations of tools
1194,Organization is small and cannot afford a data science team
1194,The lack of a clear question to be answering or a clear direction to go in with the available data
1195,NA
1196,NA
1197,Company politics / Lack of management/financial support for a data science team
1197,Dirty data
1197,Explaining data science to others
1197,Need to coordinate with IT
1197,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1197,The lack of a clear question to be answering or a clear direction to go in with the available data
1197,Unavailability of/difficult access to data
1198,Data Science results not used by business decision makers
1198,Dirty data
1198,Lack of data science talent in the organization
1198,Limitations in the state of the art in machine learning
1199,Dirty data
1199,Limitations in the state of the art in machine learning
1199,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1200,Did not instrument data useful for scientific analysis and decision-making
1200,Dirty data
1200,Lack of data science talent in the organization
1200,Limitations of tools
1200,Organization is small and cannot afford a data science team
1201,NA
1202,NA
1203,Data Science results not used by business decision makers
1203,Dirty data
1203,Lack of data science talent in the organization
1203,Lack of significant domain expert input
1203,Limitations in the state of the art in machine learning
1203,The lack of a clear question to be answering or a clear direction to go in with the available data
1204,NA
1205,Company politics / Lack of management/financial support for a data science team
1205,Data Science results not used by business decision makers
1205,Dirty data
1205,Inability to integrate findings into organization's decision-making process
1205,Lack of data science talent in the organization
1205,Privacy issues
1205,The lack of a clear question to be answering or a clear direction to go in with the available data
1206,NA
1207,Company politics / Lack of management/financial support for a data science team
1207,Dirty data
1207,Limitations of tools
1207,Unavailability of/difficult access to data
1208,Organization is small and cannot afford a data science team
1209,Dirty data
1209,Organization is small and cannot afford a data science team
1209,Privacy issues
1210,Lack of data science talent in the organization
1211,Company politics / Lack of management/financial support for a data science team
1211,Dirty data
1211,Inability to integrate findings into organization's decision-making process
1211,Lack of data science talent in the organization
1211,Need to coordinate with IT
1211,Privacy issues
1211,Unavailability of/difficult access to data
1212,Company politics / Lack of management/financial support for a data science team
1212,Dirty data
1212,Lack of data science talent in the organization
1212,Maintaining responsible expectations about the potential impact of data science projects
1212,The lack of a clear question to be answering or a clear direction to go in with the available data
1213,I prefer not to say
1214,Dirty data
1214,Lack of data science talent in the organization
1214,Limitations of tools
1215,Data Science results not used by business decision makers
1215,Limitations in the state of the art in machine learning
1215,Need to coordinate with IT
1216,NA
1217,Did not instrument data useful for scientific analysis and decision-making
1217,Limitations of tools
1218,Difficulties in deployment/scoring
1218,Dirty data
1218,Organization is small and cannot afford a data science team
1218,The lack of a clear question to be answering or a clear direction to go in with the available data
1218,Unavailability of/difficult access to data
1219,NA
1220,Privacy issues
1220,The lack of a clear question to be answering or a clear direction to go in with the available data
1221,Unavailability of/difficult access to data
1222,Explaining data science to others
1222,Limitations of tools
1222,Organization is small and cannot afford a data science team
1223,Dirty data
1223,Organization is small and cannot afford a data science team
1223,Scaling data science solution up to full database
1223,The lack of a clear question to be answering or a clear direction to go in with the available data
1224,I prefer not to say
1225,Difficulties in deployment/scoring
1225,Lack of significant domain expert input
1225,Maintaining responsible expectations about the potential impact of data science projects
1225,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1226,NA
1227,Company politics / Lack of management/financial support for a data science team
1227,Lack of funds to buy useful datasets from external sources
1227,Maintaining responsible expectations about the potential impact of data science projects
1228,Data Science results not used by business decision makers
1228,Dirty data
1228,Lack of data science talent in the organization
1228,Lack of funds to buy useful datasets from external sources
1229,NA
1230,NA
1231,Company politics / Lack of management/financial support for a data science team
1231,Data Science results not used by business decision makers
1231,Lack of funds to buy useful datasets from external sources
1231,Organization is small and cannot afford a data science team
1231,Privacy issues
1232,Did not instrument data useful for scientific analysis and decision-making
1232,Difficulties in deployment/scoring
1232,Dirty data
1232,Privacy issues
1232,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1232,The lack of a clear question to be answering or a clear direction to go in with the available data
1233,I prefer not to say
1234,Lack of data science talent in the organization
1234,Limitations in the state of the art in machine learning
1235,Company politics / Lack of management/financial support for a data science team
1235,Data Science results not used by business decision makers
1235,Dirty data
1235,Explaining data science to others
1235,Inability to integrate findings into organization's decision-making process
1235,Maintaining responsible expectations about the potential impact of data science projects
1235,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1235,Unavailability of/difficult access to data
1236,Dirty data
1236,Maintaining responsible expectations about the potential impact of data science projects
1236,The lack of a clear question to be answering or a clear direction to go in with the available data
1237,Company politics / Lack of management/financial support for a data science team
1237,Data Science results not used by business decision makers
1237,Dirty data
1237,Need to coordinate with IT
1237,Scaling data science solution up to full database
1237,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1238,NA
1239,Company politics / Lack of management/financial support for a data science team
1239,Data Science results not used by business decision makers
1239,Dirty data
1239,Lack of data science talent in the organization
1239,The lack of a clear question to be answering or a clear direction to go in with the available data
1239,Unavailability of/difficult access to data
1240,NA
1241,NA
1242,I prefer not to say
1243,NA
1244,Maintaining responsible expectations about the potential impact of data science projects
1245,Company politics / Lack of management/financial support for a data science team
1245,Need to coordinate with IT
1245,Unavailability of/difficult access to data
1246,Company politics / Lack of management/financial support for a data science team
1246,Data Science results not used by business decision makers
1246,Difficulties in deployment/scoring
1246,Explaining data science to others
1246,Lack of data science talent in the organization
1246,Lack of significant domain expert input
1246,Scaling data science solution up to full database
1247,Lack of data science talent in the organization
1248,NA
1249,NA
1250,Company politics / Lack of management/financial support for a data science team
1250,Lack of data science talent in the organization
1251,The lack of a clear question to be answering or a clear direction to go in with the available data
1252,I prefer not to say
1253,Company politics / Lack of management/financial support for a data science team
1253,Dirty data
1253,Lack of data science talent in the organization
1253,Lack of funds to buy useful datasets from external sources
1253,Maintaining responsible expectations about the potential impact of data science projects
1253,Privacy issues
1253,The lack of a clear question to be answering or a clear direction to go in with the available data
1254,Dirty data
1254,Lack of data science talent in the organization
1254,Need to coordinate with IT
1255,NA
1256,Explaining data science to others
1256,Inability to integrate findings into organization's decision-making process
1257,NA
1258,Difficulties in deployment/scoring
1258,Dirty data
1258,Lack of data science talent in the organization
1258,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1259,Company politics / Lack of management/financial support for a data science team
1259,Data Science results not used by business decision makers
1259,Lack of significant domain expert input
1259,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1259,Unavailability of/difficult access to data
1260,NA
1261,Company politics / Lack of management/financial support for a data science team
1261,Dirty data
1261,Lack of data science talent in the organization
1261,Need to coordinate with IT
1261,Unavailability of/difficult access to data
1262,Explaining data science to others
1262,Limitations in the state of the art in machine learning
1262,The lack of a clear question to be answering or a clear direction to go in with the available data
1262,Unavailability of/difficult access to data
1263,Lack of funds to buy useful datasets from external sources
1264,Company politics / Lack of management/financial support for a data science team
1264,Explaining data science to others
1264,Lack of data science talent in the organization
1264,Lack of significant domain expert input
1264,Scaling data science solution up to full database
1264,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1265,NA
1266,Dirty data
1266,Limitations of tools
1267,NA
1268,Company politics / Lack of management/financial support for a data science team
1268,Did not instrument data useful for scientific analysis and decision-making
1268,Dirty data
1268,Lack of data science talent in the organization
1268,Lack of significant domain expert input
1268,Limitations of tools
1268,Scaling data science solution up to full database
1268,Unavailability of/difficult access to data
1269,NA
1270,NA
1271,NA
1272,NA
1273,NA
1274,Did not instrument data useful for scientific analysis and decision-making
1274,Dirty data
1274,Lack of data science talent in the organization
1274,The lack of a clear question to be answering or a clear direction to go in with the available data
1274,Unavailability of/difficult access to data
1275,Did not instrument data useful for scientific analysis and decision-making
1275,Scaling data science solution up to full database
1276,Data Science results not used by business decision makers
1276,Dirty data
1276,Unavailability of/difficult access to data
1277,NA
1278,Data Science results not used by business decision makers
1278,Dirty data
1278,Explaining data science to others
1278,Limitations in the state of the art in machine learning
1279,NA
1280,Dirty data
1280,Limitations in the state of the art in machine learning
1280,Limitations of tools
1280,Unavailability of/difficult access to data
1281,NA
1282,Company politics / Lack of management/financial support for a data science team
1282,Lack of data science talent in the organization
1282,The lack of a clear question to be answering or a clear direction to go in with the available data
1283,NA
1284,NA
1285,Company politics / Lack of management/financial support for a data science team
1285,Data Science results not used by business decision makers
1285,Explaining data science to others
1285,Inability to integrate findings into organization's decision-making process
1285,Lack of data science talent in the organization
1285,Organization is small and cannot afford a data science team
1286,Company politics / Lack of management/financial support for a data science team
1286,Dirty data
1286,Lack of data science talent in the organization
1286,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1286,Unavailability of/difficult access to data
1287,NA
1288,Data Science results not used by business decision makers
1288,Difficulties in deployment/scoring
1288,Lack of data science talent in the organization
1288,Lack of funds to buy useful datasets from external sources
1288,Lack of significant domain expert input
1288,Maintaining responsible expectations about the potential impact of data science projects
1288,Need to coordinate with IT
1288,Organization is small and cannot afford a data science team
1288,Privacy issues
1288,Scaling data science solution up to full database
1288,Unavailability of/difficult access to data
1289,NA
1290,Dirty data
1290,Explaining data science to others
1290,Lack of data science talent in the organization
1290,Lack of significant domain expert input
1290,Limitations of tools
1291,NA
1292,Data Science results not used by business decision makers
1292,Dirty data
1292,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1293,Need to coordinate with IT
1294,Dirty data
1294,Lack of data science talent in the organization
1294,Lack of significant domain expert input
1294,Limitations in the state of the art in machine learning
1294,Scaling data science solution up to full database
1294,The lack of a clear question to be answering or a clear direction to go in with the available data
1295,Dirty data
1295,Scaling data science solution up to full database
1295,The lack of a clear question to be answering or a clear direction to go in with the available data
1296,Company politics / Lack of management/financial support for a data science team
1296,Dirty data
1296,Limitations of tools
1296,Privacy issues
1296,Scaling data science solution up to full database
1297,Lack of significant domain expert input
1297,Unavailability of/difficult access to data
1298,NA
1299,Difficulties in deployment/scoring
1299,Dirty data
1299,Explaining data science to others
1299,Lack of data science talent in the organization
1299,Lack of significant domain expert input
1300,I prefer not to say
1300,Lack of data science talent in the organization
1301,NA
1302,Dirty data
1302,Organization is small and cannot afford a data science team
1302,The lack of a clear question to be answering or a clear direction to go in with the available data
1302,Unavailability of/difficult access to data
1303,Company politics / Lack of management/financial support for a data science team
1303,Dirty data
1303,Inability to integrate findings into organization's decision-making process
1303,Maintaining responsible expectations about the potential impact of data science projects
1303,The lack of a clear question to be answering or a clear direction to go in with the available data
1304,NA
1305,NA
1306,Limitations in the state of the art in machine learning
1306,Privacy issues
