id,challenge,frequency
2341,data_funds,NA
2342,data_funds,NA
2343,data_funds,NA
2344,data_funds,NA
2345,data_funds,NA
2346,data_funds,NA
2347,data_funds,NA
2348,data_funds,NA
2349,data_funds,NA
2350,data_funds,NA
2351,data_funds,NA
2352,data_funds,NA
2353,data_funds,Most of the time
2354,data_funds,NA
2355,data_funds,NA
2356,data_funds,NA
2357,data_funds,NA
2358,data_funds,NA
2359,data_funds,NA
2360,data_funds,NA
2361,data_funds,NA
2362,data_funds,NA
2363,data_funds,NA
2364,data_funds,NA
2365,data_funds,NA
2366,data_funds,NA
2367,data_funds,NA
2368,data_funds,NA
2369,data_funds,NA
2370,data_funds,NA
2371,data_funds,NA
2372,data_funds,NA
2373,data_funds,NA
2374,data_funds,NA
2375,data_funds,Often
2376,data_funds,NA
2377,data_funds,Most of the time
2378,data_funds,NA
2379,data_funds,NA
2380,data_funds,NA
2381,data_funds,NA
2382,data_funds,NA
2383,data_funds,NA
2384,data_funds,NA
2385,data_funds,NA
2386,data_funds,NA
2387,data_funds,Most of the time
2388,data_funds,NA
2389,data_funds,NA
2390,data_funds,NA
2391,data_funds,Often
2392,data_funds,NA
2393,data_funds,NA
2394,data_funds,NA
2395,data_funds,NA
2396,data_funds,NA
2397,data_funds,NA
2398,data_funds,NA
2399,data_funds,NA
2400,data_funds,NA
2401,data_funds,NA
2402,data_funds,NA
2403,data_funds,NA
2404,data_funds,NA
2405,data_funds,Most of the time
2406,data_funds,NA
2407,data_funds,NA
2408,data_funds,NA
2409,data_funds,NA
2410,data_funds,NA
2411,data_funds,NA
2412,data_funds,Often
2413,data_funds,NA
2414,data_funds,NA
2415,data_funds,NA
2416,data_funds,NA
2417,data_funds,NA
2418,data_funds,Most of the time
2419,data_funds,NA
2420,data_funds,NA
2421,data_funds,NA
2422,data_funds,Most of the time
2423,data_funds,Often
2424,data_funds,NA
2425,data_funds,NA
2426,data_funds,Often
2427,data_funds,NA
2428,data_funds,NA
2429,data_funds,NA
2430,data_funds,NA
2431,data_funds,NA
2432,data_funds,NA
2433,data_funds,NA
2434,data_funds,NA
2435,data_funds,NA
2436,data_funds,NA
2437,data_funds,NA
2438,data_funds,NA
2439,data_funds,NA
2440,data_funds,NA
2441,data_funds,NA
2442,data_funds,NA
2443,data_funds,NA
2444,data_funds,NA
2445,data_funds,NA
2446,data_funds,NA
2447,data_funds,Most of the time
2448,data_funds,NA
2449,data_funds,NA
2450,data_funds,NA
2451,data_funds,NA
2452,data_funds,NA
2453,data_funds,NA
2454,data_funds,NA
2455,data_funds,NA
2456,data_funds,NA
2457,data_funds,NA
2458,data_funds,NA
2459,data_funds,NA
2460,data_funds,NA
2461,data_funds,NA
2462,data_funds,NA
2463,data_funds,NA
2464,data_funds,NA
2465,data_funds,NA
2466,data_funds,NA
2467,data_funds,NA
2468,data_funds,NA
2469,data_funds,NA
2470,data_funds,Most of the time
2471,data_funds,NA
2472,data_funds,NA
2473,data_funds,NA
2474,data_funds,NA
2475,data_funds,NA
2476,data_funds,NA
2477,data_funds,NA
2478,data_funds,NA
2479,data_funds,NA
2480,data_funds,NA
2481,data_funds,NA
2482,data_funds,NA
2483,data_funds,Often
2484,data_funds,NA
2485,data_funds,NA
2486,data_funds,NA
2487,data_funds,NA
2488,data_funds,NA
2489,data_funds,NA
2490,data_funds,NA
2491,data_funds,NA
2492,data_funds,NA
2493,data_funds,NA
2494,data_funds,NA
2495,data_funds,NA
2496,data_funds,NA
2497,data_funds,NA
2498,data_funds,NA
2499,data_funds,NA
2500,data_funds,NA
2501,data_funds,NA
2502,data_funds,NA
2503,data_funds,NA
2504,data_funds,NA
2505,data_funds,NA
2506,data_funds,NA
2507,data_funds,Most of the time
2508,data_funds,NA
2509,data_funds,Most of the time
2510,data_funds,NA
2511,data_funds,NA
2512,data_funds,NA
2513,data_funds,NA
2514,data_funds,NA
2515,data_funds,NA
2516,data_funds,NA
2517,data_funds,NA
2518,data_funds,NA
2519,data_funds,NA
2520,data_funds,NA
2521,data_funds,NA
2522,data_funds,NA
2523,data_funds,NA
2524,data_funds,NA
2525,data_funds,NA
2526,data_funds,NA
2527,data_funds,NA
2528,data_funds,NA
2529,data_funds,NA
2530,data_funds,NA
2531,data_funds,NA
2532,data_funds,NA
2533,data_funds,NA
2534,data_funds,NA
2535,data_funds,NA
2536,data_funds,NA
2537,data_funds,NA
2538,data_funds,NA
2539,data_funds,NA
2540,data_funds,NA
2541,data_funds,NA
2542,data_funds,NA
2543,data_funds,NA
2544,data_funds,NA
2545,data_funds,NA
2546,data_funds,NA
2547,data_funds,NA
2548,data_funds,NA
2549,data_funds,NA
2550,data_funds,Often
2551,data_funds,NA
2552,data_funds,NA
2553,data_funds,NA
2554,data_funds,NA
2555,data_funds,NA
2556,data_funds,NA
2557,data_funds,NA
2558,data_funds,NA
2559,data_funds,NA
2560,data_funds,NA
2561,data_funds,NA
2562,data_funds,NA
2563,data_funds,Rarely
2564,data_funds,NA
2565,data_funds,NA
2566,data_funds,NA
2567,data_funds,NA
2568,data_funds,NA
2569,data_funds,NA
2570,data_funds,NA
2571,data_funds,NA
2572,data_funds,NA
2573,data_funds,NA
2574,data_funds,NA
2575,data_funds,NA
2576,data_funds,NA
2577,data_funds,NA
2578,data_funds,Most of the time
2579,data_funds,NA
2580,data_funds,NA
2581,data_funds,NA
2582,data_funds,Sometimes
2583,data_funds,NA
2584,data_funds,NA
2585,data_funds,NA
2586,data_funds,NA
2587,data_funds,NA
2588,data_funds,NA
2589,data_funds,NA
2590,data_funds,NA
2591,data_funds,NA
2592,data_funds,NA
2593,data_funds,NA
2594,data_funds,NA
2595,data_funds,NA
2596,data_funds,NA
2597,data_funds,NA
2598,data_funds,NA
2599,data_funds,NA
2600,data_funds,NA
2601,data_funds,NA
2602,data_funds,NA
2603,data_funds,NA
2604,data_funds,NA
2605,data_funds,NA
2606,data_funds,NA
2607,data_funds,NA
2608,data_funds,NA
2609,data_funds,NA
2610,data_funds,NA
2611,data_funds,NA
2612,data_funds,NA
2613,data_funds,NA
2614,data_funds,NA
2615,data_funds,NA
2616,data_funds,NA
2617,data_funds,NA
2618,data_funds,NA
2619,data_funds,NA
2620,data_funds,NA
2621,data_funds,NA
2622,data_funds,NA
2623,data_funds,NA
2624,data_funds,NA
2625,data_funds,NA
2626,data_funds,Sometimes
2627,data_funds,Most of the time
2628,data_funds,NA
2629,data_funds,NA
2630,data_funds,NA
2631,data_funds,NA
2632,data_funds,NA
2633,data_funds,NA
2634,data_funds,NA
2635,data_funds,NA
2636,data_funds,NA
2637,data_funds,NA
2638,data_funds,NA
2639,data_funds,NA
2640,data_funds,NA
2641,data_funds,NA
2642,data_funds,NA
2643,data_funds,NA
2644,data_funds,NA
2645,data_funds,NA
2646,data_funds,NA
2647,data_funds,NA
2648,data_funds,NA
2649,data_funds,NA
2650,data_funds,NA
2651,data_funds,NA
2652,data_funds,NA
2653,data_funds,NA
2654,data_funds,NA
2655,data_funds,NA
2656,data_funds,NA
2657,data_funds,NA
2658,data_funds,NA
2659,data_funds,NA
2660,data_funds,NA
2661,data_funds,NA
2662,data_funds,NA
2663,data_funds,NA
2664,data_funds,NA
2665,data_funds,NA
2666,data_funds,NA
2667,data_funds,NA
2668,data_funds,NA
2669,data_funds,NA
2670,data_funds,NA
2671,data_funds,NA
2672,data_funds,NA
2673,data_funds,NA
2674,data_funds,NA
2675,data_funds,NA
2676,data_funds,NA
2677,data_funds,NA
2678,data_funds,NA
2679,data_funds,Most of the time
2680,data_funds,NA
2681,data_funds,NA
2682,data_funds,NA
2683,data_funds,NA
2684,data_funds,NA
2685,data_funds,NA
2686,data_funds,NA
2687,data_funds,NA
2688,data_funds,NA
2689,data_funds,NA
2690,data_funds,NA
2691,data_funds,NA
2692,data_funds,NA
2693,data_funds,NA
2694,data_funds,NA
2695,data_funds,NA
2696,data_funds,NA
2697,data_funds,NA
2698,data_funds,NA
2699,data_funds,NA
2700,data_funds,NA
2701,data_funds,NA
2702,data_funds,NA
2703,data_funds,NA
2704,data_funds,NA
2705,data_funds,NA
2706,data_funds,NA
2707,data_funds,NA
2708,data_funds,NA
2709,data_funds,NA
2710,data_funds,NA
2711,data_funds,NA
2712,data_funds,NA
2713,data_funds,NA
2714,data_funds,NA
2715,data_funds,NA
2716,data_funds,NA
2717,data_funds,NA
2718,data_funds,NA
2719,data_funds,NA
2720,data_funds,NA
2721,data_funds,NA
2722,data_funds,NA
2723,data_funds,NA
2724,data_funds,NA
2725,data_funds,NA
2726,data_funds,NA
2727,data_funds,NA
2728,data_funds,NA
2729,data_funds,NA
2730,data_funds,NA
2731,data_funds,NA
2732,data_funds,NA
2733,data_funds,NA
2734,data_funds,NA
2735,data_funds,NA
2736,data_funds,NA
2737,data_funds,NA
2738,data_funds,NA
2739,data_funds,NA
2740,data_funds,NA
2741,data_funds,NA
2742,data_funds,NA
2743,data_funds,NA
2744,data_funds,NA
2745,data_funds,Often
2746,data_funds,NA
2747,data_funds,NA
2748,data_funds,NA
2749,data_funds,NA
2750,data_funds,NA
2751,data_funds,NA
2752,data_funds,NA
2753,data_funds,NA
2754,data_funds,NA
2755,data_funds,NA
2756,data_funds,NA
2757,data_funds,NA
2758,data_funds,NA
2759,data_funds,NA
2760,data_funds,NA
2761,data_funds,NA
2762,data_funds,NA
2763,data_funds,NA
2764,data_funds,NA
2765,data_funds,NA
2766,data_funds,NA
2767,data_funds,NA
2768,data_funds,NA
2769,data_funds,NA
2770,data_funds,NA
2771,data_funds,NA
2772,data_funds,NA
2773,data_funds,Often
2774,data_funds,NA
2775,data_funds,NA
2776,data_funds,NA
2777,data_funds,Sometimes
2778,data_funds,NA
2779,data_funds,NA
2780,data_funds,NA
2781,data_funds,NA
2782,data_funds,NA
2783,data_funds,NA
2784,data_funds,NA
2785,data_funds,NA
2786,data_funds,NA
2787,data_funds,NA
2788,data_funds,NA
2789,data_funds,NA
2790,data_funds,NA
2791,data_funds,NA
2792,data_funds,NA
2793,data_funds,NA
2794,data_funds,NA
2795,data_funds,NA
2796,data_funds,NA
2797,data_funds,NA
2798,data_funds,NA
2799,data_funds,Often
2800,data_funds,NA
2801,data_funds,NA
2802,data_funds,NA
2803,data_funds,NA
2804,data_funds,NA
2805,data_funds,NA
2806,data_funds,NA
2807,data_funds,NA
2808,data_funds,NA
2809,data_funds,NA
2810,data_funds,NA
2811,data_funds,NA
2812,data_funds,NA
2813,data_funds,NA
2814,data_funds,NA
2815,data_funds,NA
2816,data_funds,NA
2817,data_funds,NA
2818,data_funds,NA
2819,data_funds,NA
2820,data_funds,NA
2821,data_funds,NA
2822,data_funds,NA
2823,data_funds,NA
2824,data_funds,NA
2825,data_funds,NA
2826,data_funds,NA
2827,data_funds,NA
2828,data_funds,NA
2829,data_funds,NA
2830,data_funds,NA
2831,data_funds,NA
2832,data_funds,NA
2833,data_funds,NA
2834,data_funds,NA
2835,data_funds,NA
2836,data_funds,NA
2837,data_funds,NA
2838,data_funds,NA
2839,data_funds,Most of the time
2840,data_funds,NA
2841,data_funds,NA
2842,data_funds,NA
2843,data_funds,NA
2844,data_funds,NA
2845,data_funds,NA
2846,data_funds,NA
2847,data_funds,NA
2848,data_funds,NA
2849,data_funds,NA
2850,data_funds,NA
2851,data_funds,NA
2852,data_funds,NA
2853,data_funds,NA
2854,data_funds,NA
2855,data_funds,NA
2856,data_funds,NA
2857,data_funds,NA
2858,data_funds,NA
2859,data_funds,NA
2860,data_funds,NA
2861,data_funds,NA
2862,data_funds,NA
2863,data_funds,NA
2864,data_funds,NA
2865,data_funds,NA
2866,data_funds,NA
2867,data_funds,NA
2868,data_funds,NA
2869,data_funds,NA
2870,data_funds,NA
2871,data_funds,NA
2872,data_funds,NA
2873,data_funds,NA
2874,data_funds,NA
2875,data_funds,NA
2876,data_funds,NA
2877,data_funds,NA
2878,data_funds,NA
2879,data_funds,NA
2880,data_funds,NA
2881,data_funds,NA
2882,data_funds,NA
2883,data_funds,NA
2884,data_funds,Most of the time
2885,data_funds,NA
2886,data_funds,NA
2887,data_funds,NA
2888,data_funds,NA
2889,data_funds,NA
2890,data_funds,NA
2891,data_funds,NA
2892,data_funds,NA
2893,data_funds,NA
2894,data_funds,NA
2895,data_funds,NA
1,domain_expertise,NA
2,domain_expertise,Most of the time
3,domain_expertise,NA
4,domain_expertise,NA
5,domain_expertise,NA
6,domain_expertise,Often
7,domain_expertise,NA
8,domain_expertise,NA
9,domain_expertise,NA
10,domain_expertise,NA
11,domain_expertise,NA
12,domain_expertise,NA
13,domain_expertise,NA
14,domain_expertise,NA
15,domain_expertise,NA
16,domain_expertise,NA
17,domain_expertise,NA
18,domain_expertise,NA
19,domain_expertise,NA
20,domain_expertise,NA
21,domain_expertise,NA
22,domain_expertise,NA
23,domain_expertise,NA
24,domain_expertise,NA
25,domain_expertise,Sometimes
26,domain_expertise,NA
27,domain_expertise,NA
28,domain_expertise,NA
29,domain_expertise,NA
30,domain_expertise,Often
31,domain_expertise,NA
32,domain_expertise,NA
33,domain_expertise,NA
34,domain_expertise,NA
35,domain_expertise,NA
36,domain_expertise,Most of the time
37,domain_expertise,NA
38,domain_expertise,NA
39,domain_expertise,NA
40,domain_expertise,NA
41,domain_expertise,NA
42,domain_expertise,Sometimes
43,domain_expertise,NA
44,domain_expertise,NA
45,domain_expertise,NA
46,domain_expertise,NA
47,domain_expertise,NA
48,domain_expertise,NA
49,domain_expertise,NA
50,domain_expertise,NA
51,domain_expertise,Most of the time
52,domain_expertise,NA
53,domain_expertise,NA
54,domain_expertise,NA
55,domain_expertise,NA
56,domain_expertise,NA
57,domain_expertise,NA
58,domain_expertise,NA
59,domain_expertise,NA
60,domain_expertise,NA
61,domain_expertise,NA
62,domain_expertise,NA
63,domain_expertise,Sometimes
64,domain_expertise,NA
65,domain_expertise,NA
66,domain_expertise,NA
67,domain_expertise,NA
68,domain_expertise,Sometimes
69,domain_expertise,NA
70,domain_expertise,Often
71,domain_expertise,NA
72,domain_expertise,Sometimes
73,domain_expertise,NA
74,domain_expertise,NA
75,domain_expertise,NA
76,domain_expertise,NA
77,domain_expertise,NA
78,domain_expertise,NA
79,domain_expertise,NA
80,domain_expertise,NA
81,domain_expertise,NA
82,domain_expertise,NA
83,domain_expertise,NA
84,domain_expertise,NA
85,domain_expertise,NA
86,domain_expertise,NA
87,domain_expertise,NA
88,domain_expertise,NA
89,domain_expertise,NA
90,domain_expertise,Sometimes
91,domain_expertise,NA
92,domain_expertise,NA
93,domain_expertise,NA
94,domain_expertise,NA
95,domain_expertise,NA
96,domain_expertise,NA
97,domain_expertise,NA
98,domain_expertise,NA
99,domain_expertise,NA
100,domain_expertise,NA
101,domain_expertise,NA
102,domain_expertise,NA
103,domain_expertise,NA
104,domain_expertise,NA
105,domain_expertise,NA
106,domain_expertise,Most of the time
107,domain_expertise,NA
108,domain_expertise,NA
109,domain_expertise,NA
110,domain_expertise,NA
111,domain_expertise,NA
112,domain_expertise,NA
113,domain_expertise,NA
114,domain_expertise,NA
115,domain_expertise,NA
116,domain_expertise,Often
117,domain_expertise,NA
118,domain_expertise,NA
119,domain_expertise,Often
120,domain_expertise,NA
121,domain_expertise,NA
122,domain_expertise,NA
123,domain_expertise,NA
124,domain_expertise,NA
125,domain_expertise,NA
126,domain_expertise,NA
127,domain_expertise,NA
128,domain_expertise,NA
129,domain_expertise,NA
130,domain_expertise,NA
131,domain_expertise,NA
132,domain_expertise,NA
133,domain_expertise,NA
134,domain_expertise,NA
135,domain_expertise,Often
136,domain_expertise,Most of the time
137,domain_expertise,NA
138,domain_expertise,NA
139,domain_expertise,NA
140,domain_expertise,NA
141,domain_expertise,NA
142,domain_expertise,NA
143,domain_expertise,NA
144,domain_expertise,NA
145,domain_expertise,NA
146,domain_expertise,NA
147,domain_expertise,NA
148,domain_expertise,NA
149,domain_expertise,NA
150,domain_expertise,NA
151,domain_expertise,NA
152,domain_expertise,NA
153,domain_expertise,Often
154,domain_expertise,NA
155,domain_expertise,NA
156,domain_expertise,NA
157,domain_expertise,Most of the time
158,domain_expertise,Sometimes
159,domain_expertise,NA
160,domain_expertise,NA
161,domain_expertise,NA
162,domain_expertise,NA
163,domain_expertise,Often
164,domain_expertise,NA
165,domain_expertise,NA
166,domain_expertise,NA
167,domain_expertise,NA
168,domain_expertise,NA
169,domain_expertise,Often
170,domain_expertise,NA
171,domain_expertise,NA
172,domain_expertise,NA
173,domain_expertise,Often
174,domain_expertise,NA
175,domain_expertise,NA
176,domain_expertise,NA
177,domain_expertise,NA
178,domain_expertise,NA
179,domain_expertise,NA
180,domain_expertise,NA
181,domain_expertise,NA
182,domain_expertise,NA
183,domain_expertise,NA
184,domain_expertise,NA
185,domain_expertise,NA
186,domain_expertise,NA
187,domain_expertise,NA
188,domain_expertise,Often
189,domain_expertise,Often
190,domain_expertise,NA
191,domain_expertise,NA
192,domain_expertise,NA
193,domain_expertise,Most of the time
194,domain_expertise,Sometimes
195,domain_expertise,Most of the time
196,domain_expertise,NA
197,domain_expertise,NA
198,domain_expertise,NA
199,domain_expertise,Often
200,domain_expertise,NA
201,domain_expertise,NA
202,domain_expertise,NA
203,domain_expertise,NA
204,domain_expertise,Often
205,domain_expertise,NA
206,domain_expertise,Most of the time
207,domain_expertise,NA
208,domain_expertise,Often
209,domain_expertise,NA
210,domain_expertise,NA
211,domain_expertise,NA
212,domain_expertise,Often
213,domain_expertise,Most of the time
214,domain_expertise,Often
215,domain_expertise,Most of the time
216,domain_expertise,Often
217,domain_expertise,NA
218,domain_expertise,NA
219,domain_expertise,NA
220,domain_expertise,NA
221,domain_expertise,NA
222,domain_expertise,NA
223,domain_expertise,NA
224,domain_expertise,NA
225,domain_expertise,NA
226,domain_expertise,NA
227,domain_expertise,NA
228,domain_expertise,Most of the time
229,domain_expertise,NA
230,domain_expertise,NA
231,domain_expertise,Often
232,domain_expertise,NA
233,domain_expertise,NA
234,domain_expertise,Often
235,domain_expertise,NA
236,domain_expertise,NA
237,domain_expertise,NA
238,domain_expertise,NA
239,domain_expertise,Often
240,domain_expertise,NA
241,domain_expertise,NA
242,domain_expertise,NA
243,domain_expertise,NA
244,domain_expertise,NA
245,domain_expertise,NA
246,domain_expertise,NA
247,domain_expertise,NA
248,domain_expertise,NA
249,domain_expertise,Sometimes
250,domain_expertise,NA
251,domain_expertise,Sometimes
252,domain_expertise,NA
253,domain_expertise,NA
254,domain_expertise,NA
255,domain_expertise,NA
256,domain_expertise,NA
257,domain_expertise,Often
258,domain_expertise,NA
259,domain_expertise,NA
260,domain_expertise,NA
261,domain_expertise,NA
262,domain_expertise,Rarely
263,domain_expertise,NA
264,domain_expertise,NA
265,domain_expertise,NA
266,domain_expertise,NA
267,domain_expertise,NA
268,domain_expertise,NA
269,domain_expertise,NA
270,domain_expertise,NA
271,domain_expertise,NA
272,domain_expertise,NA
273,domain_expertise,NA
274,domain_expertise,NA
275,domain_expertise,NA
276,domain_expertise,Most of the time
277,domain_expertise,NA
278,domain_expertise,NA
279,domain_expertise,NA
280,domain_expertise,NA
281,domain_expertise,NA
282,domain_expertise,NA
283,domain_expertise,NA
284,domain_expertise,NA
285,domain_expertise,NA
286,domain_expertise,Often
287,domain_expertise,NA
288,domain_expertise,NA
289,domain_expertise,NA
290,domain_expertise,NA
291,domain_expertise,Sometimes
292,domain_expertise,NA
293,domain_expertise,NA
294,domain_expertise,NA
295,domain_expertise,NA
296,domain_expertise,NA
297,domain_expertise,NA
298,domain_expertise,Often
299,domain_expertise,Most of the time
300,domain_expertise,NA
301,domain_expertise,NA
302,domain_expertise,NA
303,domain_expertise,NA
304,domain_expertise,NA
305,domain_expertise,Sometimes
306,domain_expertise,NA
307,domain_expertise,NA
308,domain_expertise,NA
309,domain_expertise,NA
310,domain_expertise,NA
311,domain_expertise,NA
312,domain_expertise,NA
313,domain_expertise,NA
314,domain_expertise,NA
315,domain_expertise,Often
316,domain_expertise,Often
317,domain_expertise,NA
318,domain_expertise,NA
319,domain_expertise,NA
320,domain_expertise,NA
321,domain_expertise,NA
322,domain_expertise,NA
323,domain_expertise,NA
324,domain_expertise,NA
325,domain_expertise,NA
326,domain_expertise,NA
327,domain_expertise,NA
328,domain_expertise,NA
329,domain_expertise,NA
330,domain_expertise,Most of the time
331,domain_expertise,NA
332,domain_expertise,NA
333,domain_expertise,NA
334,domain_expertise,NA
335,domain_expertise,NA
336,domain_expertise,NA
337,domain_expertise,NA
338,domain_expertise,NA
339,domain_expertise,NA
340,domain_expertise,NA
341,domain_expertise,NA
342,domain_expertise,NA
343,domain_expertise,NA
344,domain_expertise,NA
345,domain_expertise,NA
346,domain_expertise,NA
347,domain_expertise,NA
348,domain_expertise,NA
349,domain_expertise,NA
350,domain_expertise,Most of the time
351,domain_expertise,NA
352,domain_expertise,NA
353,domain_expertise,NA
354,domain_expertise,NA
355,domain_expertise,Sometimes
356,domain_expertise,Sometimes
357,domain_expertise,NA
358,domain_expertise,NA
359,domain_expertise,NA
360,domain_expertise,NA
361,domain_expertise,NA
362,domain_expertise,NA
363,domain_expertise,NA
364,domain_expertise,Most of the time
365,domain_expertise,NA
366,domain_expertise,NA
367,domain_expertise,Rarely
368,domain_expertise,NA
369,domain_expertise,NA
370,domain_expertise,NA
371,domain_expertise,NA
372,domain_expertise,NA
373,domain_expertise,NA
374,domain_expertise,NA
375,domain_expertise,NA
376,domain_expertise,NA
377,domain_expertise,NA
378,domain_expertise,NA
379,domain_expertise,Often
380,domain_expertise,NA
381,domain_expertise,NA
382,domain_expertise,NA
383,domain_expertise,NA
384,domain_expertise,NA
385,domain_expertise,NA
386,domain_expertise,NA
387,domain_expertise,NA
388,domain_expertise,Sometimes
389,domain_expertise,NA
390,domain_expertise,NA
391,domain_expertise,NA
392,domain_expertise,NA
393,domain_expertise,Often
394,domain_expertise,NA
395,domain_expertise,NA
396,domain_expertise,NA
397,domain_expertise,NA
398,domain_expertise,NA
399,domain_expertise,NA
400,domain_expertise,NA
401,domain_expertise,NA
402,domain_expertise,NA
403,domain_expertise,NA
404,domain_expertise,NA
405,domain_expertise,NA
406,domain_expertise,NA
407,domain_expertise,Most of the time
408,domain_expertise,NA
409,domain_expertise,NA
410,domain_expertise,NA
411,domain_expertise,NA
412,domain_expertise,NA
413,domain_expertise,NA
414,domain_expertise,NA
415,domain_expertise,NA
416,domain_expertise,NA
417,domain_expertise,NA
418,domain_expertise,NA
419,domain_expertise,NA
420,domain_expertise,NA
421,domain_expertise,NA
422,domain_expertise,NA
423,domain_expertise,NA
424,domain_expertise,NA
425,domain_expertise,NA
426,domain_expertise,Often
427,domain_expertise,Sometimes
428,domain_expertise,NA
429,domain_expertise,NA
430,domain_expertise,NA
431,domain_expertise,NA
432,domain_expertise,NA
433,domain_expertise,NA
434,domain_expertise,NA
435,domain_expertise,NA
436,domain_expertise,NA
437,domain_expertise,NA
438,domain_expertise,NA
439,domain_expertise,NA
440,domain_expertise,NA
441,domain_expertise,NA
442,domain_expertise,NA
443,domain_expertise,NA
444,domain_expertise,NA
445,domain_expertise,NA
446,domain_expertise,Often
447,domain_expertise,NA
448,domain_expertise,NA
449,domain_expertise,NA
450,domain_expertise,NA
451,domain_expertise,Most of the time
452,domain_expertise,Often
453,domain_expertise,Most of the time
454,domain_expertise,NA
455,domain_expertise,NA
456,domain_expertise,NA
457,domain_expertise,NA
458,domain_expertise,Often
459,domain_expertise,NA
460,domain_expertise,NA
461,domain_expertise,NA
462,domain_expertise,NA
463,domain_expertise,NA
464,domain_expertise,NA
465,domain_expertise,NA
466,domain_expertise,NA
467,domain_expertise,NA
468,domain_expertise,Sometimes
469,domain_expertise,NA
470,domain_expertise,NA
471,domain_expertise,Sometimes
472,domain_expertise,NA
473,domain_expertise,NA
474,domain_expertise,Sometimes
475,domain_expertise,NA
476,domain_expertise,NA
477,domain_expertise,NA
478,domain_expertise,NA
479,domain_expertise,Often
480,domain_expertise,NA
481,domain_expertise,NA
482,domain_expertise,NA
483,domain_expertise,Most of the time
484,domain_expertise,Most of the time
485,domain_expertise,Often
486,domain_expertise,NA
487,domain_expertise,NA
488,domain_expertise,Sometimes
489,domain_expertise,NA
490,domain_expertise,NA
491,domain_expertise,NA
492,domain_expertise,NA
493,domain_expertise,NA
494,domain_expertise,NA
495,domain_expertise,NA
496,domain_expertise,NA
497,domain_expertise,NA
498,domain_expertise,NA
499,domain_expertise,NA
500,domain_expertise,NA
501,domain_expertise,NA
502,domain_expertise,NA
503,domain_expertise,NA
504,domain_expertise,NA
505,domain_expertise,NA
506,domain_expertise,NA
507,domain_expertise,NA
508,domain_expertise,NA
509,domain_expertise,NA
510,domain_expertise,NA
511,domain_expertise,NA
512,domain_expertise,NA
513,domain_expertise,NA
514,domain_expertise,NA
515,domain_expertise,NA
516,domain_expertise,NA
517,domain_expertise,NA
518,domain_expertise,NA
519,domain_expertise,NA
520,domain_expertise,NA
521,domain_expertise,NA
522,domain_expertise,NA
523,domain_expertise,NA
524,domain_expertise,NA
525,domain_expertise,NA
526,domain_expertise,NA
527,domain_expertise,Rarely
528,domain_expertise,NA
529,domain_expertise,Sometimes
530,domain_expertise,NA
531,domain_expertise,NA
532,domain_expertise,NA
533,domain_expertise,Most of the time
534,domain_expertise,NA
535,domain_expertise,NA
536,domain_expertise,NA
537,domain_expertise,NA
538,domain_expertise,Often
539,domain_expertise,NA
540,domain_expertise,NA
541,domain_expertise,NA
542,domain_expertise,NA
543,domain_expertise,NA
544,domain_expertise,NA
545,domain_expertise,NA
546,domain_expertise,Often
547,domain_expertise,NA
548,domain_expertise,NA
549,domain_expertise,NA
550,domain_expertise,Sometimes
551,domain_expertise,Often
552,domain_expertise,NA
553,domain_expertise,NA
554,domain_expertise,NA
555,domain_expertise,NA
556,domain_expertise,Often
557,domain_expertise,NA
558,domain_expertise,NA
559,domain_expertise,Often
560,domain_expertise,NA
561,domain_expertise,NA
562,domain_expertise,NA
563,domain_expertise,NA
564,domain_expertise,NA
565,domain_expertise,NA
566,domain_expertise,NA
567,domain_expertise,Often
568,domain_expertise,NA
569,domain_expertise,NA
570,domain_expertise,NA
571,domain_expertise,NA
572,domain_expertise,NA
573,domain_expertise,NA
574,domain_expertise,NA
575,domain_expertise,NA
576,domain_expertise,NA
577,domain_expertise,NA
578,domain_expertise,NA
579,domain_expertise,NA
580,domain_expertise,NA
581,domain_expertise,NA
582,domain_expertise,NA
583,domain_expertise,NA
584,domain_expertise,NA
585,domain_expertise,Often
586,domain_expertise,Sometimes
587,domain_expertise,NA
588,domain_expertise,Sometimes
589,domain_expertise,NA
590,domain_expertise,Often
591,domain_expertise,NA
592,domain_expertise,NA
593,domain_expertise,Often
594,domain_expertise,NA
595,domain_expertise,NA
596,domain_expertise,NA
597,domain_expertise,NA
598,domain_expertise,NA
599,domain_expertise,NA
600,domain_expertise,NA
601,domain_expertise,NA
602,domain_expertise,Sometimes
603,domain_expertise,NA
604,domain_expertise,NA
605,domain_expertise,NA
606,domain_expertise,Most of the time
607,domain_expertise,NA
608,domain_expertise,NA
609,domain_expertise,NA
610,domain_expertise,NA
611,domain_expertise,NA
612,domain_expertise,NA
613,domain_expertise,NA
614,domain_expertise,Often
615,domain_expertise,NA
616,domain_expertise,NA
617,domain_expertise,NA
618,domain_expertise,Sometimes
619,domain_expertise,NA
620,domain_expertise,Sometimes
621,domain_expertise,NA
622,domain_expertise,Often
623,domain_expertise,NA
624,domain_expertise,NA
625,domain_expertise,NA
626,domain_expertise,NA
627,domain_expertise,NA
628,domain_expertise,NA
629,domain_expertise,NA
630,domain_expertise,NA
631,domain_expertise,Often
632,domain_expertise,NA
633,domain_expertise,NA
634,domain_expertise,NA
635,domain_expertise,NA
636,domain_expertise,NA
637,domain_expertise,NA
638,domain_expertise,Most of the time
