id,platform,usefulness
1356,Documentation,Very useful
1357,Documentation,Very useful
1366,Documentation,Very useful
1370,Documentation,Very useful
1382,Documentation,Somewhat useful
1404,Documentation,Somewhat useful
1405,Documentation,Very useful
1406,Documentation,Very useful
1410,Documentation,Somewhat useful
1411,Documentation,Very useful
1431,Documentation,Very useful
1442,Documentation,Somewhat useful
1449,Documentation,Very useful
1457,Documentation,Very useful
1458,Documentation,Very useful
1463,Documentation,Somewhat useful
1473,Documentation,Somewhat useful
1481,Documentation,Very useful
1522,Documentation,Very useful
1526,Documentation,Somewhat useful
1527,Documentation,Somewhat useful
1530,Documentation,Somewhat useful
1536,Documentation,Somewhat useful
1559,Documentation,Very useful
1569,Documentation,Somewhat useful
1582,Documentation,Somewhat useful
1583,Documentation,Very useful
1588,Documentation,Very useful
1590,Documentation,Very useful
1600,Documentation,Very useful
1601,Documentation,Very useful
1614,Documentation,Somewhat useful
1626,Documentation,Very useful
1627,Documentation,Somewhat useful
1648,Documentation,Very useful
1651,Documentation,Somewhat useful
1658,Documentation,Very useful
1675,Documentation,Somewhat useful
1691,Documentation,Somewhat useful
1695,Documentation,Somewhat useful
1718,Documentation,Very useful
1729,Documentation,Very useful
1730,Documentation,Very useful
1732,Documentation,Very useful
1733,Documentation,Very useful
1749,Documentation,Somewhat useful
1750,Documentation,Very useful
1754,Documentation,Somewhat useful
1756,Documentation,Very useful
1765,Documentation,Somewhat useful
1774,Documentation,Somewhat useful
1777,Documentation,Somewhat useful
1781,Documentation,Somewhat useful
1790,Documentation,Very useful
1797,Documentation,Very useful
1798,Documentation,Very useful
1799,Documentation,Somewhat useful
1800,Documentation,Very useful
1804,Documentation,Somewhat useful
1806,Documentation,Very useful
1811,Documentation,Somewhat useful
1812,Documentation,Somewhat useful
1814,Documentation,Very useful
1819,Documentation,Very useful
1826,Documentation,Somewhat useful
1829,Documentation,Somewhat useful
1833,Documentation,Very useful
1835,Documentation,Somewhat useful
1838,Documentation,Very useful
1850,Documentation,Very useful
1855,Documentation,Very useful
1857,Documentation,Somewhat useful
1863,Documentation,Very useful
1870,Documentation,Somewhat useful
1872,Documentation,Somewhat useful
1880,Documentation,Somewhat useful
1887,Documentation,Somewhat useful
1896,Documentation,Somewhat useful
1898,Documentation,Very useful
1900,Documentation,Somewhat useful
1906,Documentation,Not Useful
1922,Documentation,Very useful
1929,Documentation,Somewhat useful
1931,Documentation,Not Useful
1932,Documentation,Somewhat useful
1934,Documentation,Somewhat useful
1940,Documentation,Very useful
1942,Documentation,Somewhat useful
1969,Documentation,Very useful
1974,Documentation,Very useful
1975,Documentation,Very useful
1976,Documentation,Somewhat useful
1978,Documentation,Somewhat useful
1980,Documentation,Very useful
1984,Documentation,Very useful
1987,Documentation,Very useful
1999,Documentation,Somewhat useful
2009,Documentation,Somewhat useful
2015,Documentation,Very useful
2016,Documentation,Somewhat useful
2023,Documentation,Somewhat useful
2024,Documentation,Somewhat useful
2026,Documentation,Very useful
2029,Documentation,Very useful
2030,Documentation,Somewhat useful
2038,Documentation,Somewhat useful
2041,Documentation,Somewhat useful
2049,Documentation,Very useful
2050,Documentation,Very useful
2054,Documentation,Somewhat useful
2060,Documentation,Very useful
2062,Documentation,Very useful
2070,Documentation,Very useful
2072,Documentation,Somewhat useful
2078,Documentation,Somewhat useful
2087,Documentation,Very useful
2089,Documentation,Very useful
2091,Documentation,Very useful
2100,Documentation,Very useful
2109,Documentation,Very useful
2114,Documentation,Very useful
2116,Documentation,Not Useful
2125,Documentation,Very useful
2128,Documentation,Very useful
2134,Documentation,Somewhat useful
2145,Documentation,Very useful
2184,Documentation,Somewhat useful
2187,Documentation,Very useful
2193,Documentation,Somewhat useful
2196,Documentation,Very useful
2214,Documentation,Somewhat useful
2216,Documentation,Somewhat useful
2228,Documentation,Somewhat useful
2229,Documentation,Very useful
2230,Documentation,Very useful
2239,Documentation,Somewhat useful
2241,Documentation,Very useful
2243,Documentation,Somewhat useful
2255,Documentation,Somewhat useful
2262,Documentation,Somewhat useful
2278,Documentation,Very useful
2280,Documentation,Somewhat useful
2282,Documentation,Somewhat useful
2288,Documentation,Somewhat useful
2299,Documentation,Very useful
2300,Documentation,Very useful
2304,Documentation,Somewhat useful
2319,Documentation,Somewhat useful
2321,Documentation,Very useful
2330,Documentation,Somewhat useful
2359,Documentation,Somewhat useful
2361,Documentation,Very useful
2363,Documentation,Somewhat useful
2375,Documentation,Somewhat useful
2380,Documentation,Very useful
2387,Documentation,Somewhat useful
2389,Documentation,Very useful
2393,Documentation,Very useful
2423,Documentation,Somewhat useful
2424,Documentation,Very useful
2425,Documentation,Somewhat useful
2432,Documentation,Very useful
2449,Documentation,Somewhat useful
2452,Documentation,Very useful
2459,Documentation,Very useful
2463,Documentation,Somewhat useful
2465,Documentation,Somewhat useful
2477,Documentation,Very useful
2623,Documentation,Very useful
2665,Documentation,Very useful
2745,Documentation,Somewhat useful
2790,Documentation,Very useful
2791,Documentation,Very useful
2797,Documentation,Very useful
2817,Documentation,Very useful
2824,Documentation,Very useful
2,Courses,Very useful
5,Courses,Somewhat useful
8,Courses,Somewhat useful
9,Courses,Somewhat useful
11,Courses,Very useful
14,Courses,Very useful
16,Courses,Very useful
19,Courses,Very useful
22,Courses,Not Useful
24,Courses,Very useful
26,Courses,Very useful
28,Courses,Very useful
33,Courses,Very useful
35,Courses,Very useful
38,Courses,Very useful
39,Courses,Very useful
40,Courses,Very useful
41,Courses,Somewhat useful
42,Courses,Somewhat useful
43,Courses,Very useful
44,Courses,Very useful
48,Courses,Very useful
56,Courses,Somewhat useful
58,Courses,Very useful
59,Courses,Very useful
60,Courses,Very useful
61,Courses,Very useful
66,Courses,Somewhat useful
67,Courses,Very useful
68,Courses,Very useful
69,Courses,Very useful
70,Courses,Very useful
71,Courses,Very useful
73,Courses,Very useful
76,Courses,Very useful
79,Courses,Somewhat useful
80,Courses,Very useful
82,Courses,Very useful
84,Courses,Very useful
86,Courses,Very useful
87,Courses,Somewhat useful
88,Courses,Very useful
89,Courses,Very useful
93,Courses,Very useful
95,Courses,Somewhat useful
96,Courses,Very useful
97,Courses,Very useful
101,Courses,Very useful
105,Courses,Somewhat useful
106,Courses,Somewhat useful
107,Courses,Very useful
108,Courses,Somewhat useful
111,Courses,Very useful
115,Courses,Very useful
116,Courses,Somewhat useful
119,Courses,Somewhat useful
123,Courses,Very useful
124,Courses,Very useful
125,Courses,Very useful
126,Courses,Very useful
127,Courses,Very useful
129,Courses,Very useful
130,Courses,Very useful
132,Courses,Somewhat useful
133,Courses,Very useful
139,Courses,Somewhat useful
140,Courses,Very useful
143,Courses,Very useful
144,Courses,Very useful
145,Courses,Very useful
147,Courses,Very useful
150,Courses,Somewhat useful
154,Courses,Somewhat useful
158,Courses,Somewhat useful
164,Courses,Somewhat useful
167,Courses,Very useful
171,Courses,Very useful
173,Courses,Very useful
176,Courses,Very useful
177,Courses,Very useful
179,Courses,Very useful
181,Courses,Very useful
184,Courses,Somewhat useful
185,Courses,Very useful
187,Courses,Very useful
188,Courses,Very useful
189,Courses,Very useful
190,Courses,Very useful
193,Courses,Very useful
196,Courses,Very useful
197,Courses,Very useful
200,Courses,Very useful
204,Courses,Very useful
205,Courses,Very useful
206,Courses,Very useful
207,Courses,Somewhat useful
212,Courses,Somewhat useful
213,Courses,Somewhat useful
214,Courses,Very useful
215,Courses,Very useful
216,Courses,Very useful
217,Courses,Very useful
218,Courses,Very useful
225,Courses,Very useful
228,Courses,Very useful
230,Courses,Very useful
231,Courses,Very useful
233,Courses,Very useful
234,Courses,Somewhat useful
237,Courses,Very useful
238,Courses,Very useful
239,Courses,Very useful
241,Courses,Very useful
242,Courses,Very useful
245,Courses,Very useful
248,Courses,Very useful
249,Courses,Very useful
253,Courses,Somewhat useful
254,Courses,Somewhat useful
259,Courses,Very useful
260,Courses,Somewhat useful
264,Courses,Very useful
265,Courses,Very useful
268,Courses,Very useful
271,Courses,Somewhat useful
272,Courses,Somewhat useful
273,Courses,Very useful
276,Courses,Very useful
279,Courses,Somewhat useful
280,Courses,Somewhat useful
281,Courses,Very useful
283,Courses,Very useful
285,Courses,Somewhat useful
286,Courses,Very useful
291,Courses,Very useful
292,Courses,Somewhat useful
295,Courses,Somewhat useful
297,Courses,Somewhat useful
298,Courses,Somewhat useful
299,Courses,Very useful
301,Courses,Somewhat useful
302,Courses,Somewhat useful
303,Courses,Somewhat useful
304,Courses,Very useful
305,Courses,Somewhat useful
307,Courses,Very useful
308,Courses,Very useful
310,Courses,Very useful
312,Courses,Very useful
314,Courses,Very useful
316,Courses,Somewhat useful
317,Courses,Somewhat useful
319,Courses,Very useful
320,Courses,Very useful
322,Courses,Very useful
326,Courses,Very useful
331,Courses,Very useful
333,Courses,Somewhat useful
334,Courses,Very useful
335,Courses,Somewhat useful
336,Courses,Very useful
338,Courses,Very useful
343,Courses,Very useful
344,Courses,Very useful
350,Courses,Very useful
351,Courses,Very useful
352,Courses,Somewhat useful
354,Courses,Very useful
356,Courses,Somewhat useful
358,Courses,Very useful
359,Courses,Very useful
363,Courses,Very useful
365,Courses,Very useful
366,Courses,Somewhat useful
367,Courses,Somewhat useful
368,Courses,Very useful
369,Courses,Very useful
371,Courses,Very useful
372,Courses,Very useful
374,Courses,Very useful
377,Courses,Very useful
378,Courses,Somewhat useful
379,Courses,Very useful
380,Courses,Somewhat useful
381,Courses,Somewhat useful
383,Courses,Somewhat useful
384,Courses,Very useful
385,Courses,Not Useful
386,Courses,Very useful
387,Courses,Very useful
388,Courses,Very useful
389,Courses,Very useful
390,Courses,Very useful
392,Courses,Somewhat useful
393,Courses,Very useful
395,Courses,Very useful
397,Courses,Very useful
400,Courses,Very useful
404,Courses,Very useful
405,Courses,Very useful
407,Courses,Very useful
408,Courses,Somewhat useful
410,Courses,Somewhat useful
412,Courses,Very useful
414,Courses,Very useful
415,Courses,Somewhat useful
416,Courses,Very useful
417,Courses,Very useful
421,Courses,Very useful
422,Courses,Very useful
424,Courses,Very useful
426,Courses,Very useful
428,Courses,Somewhat useful
429,Courses,Somewhat useful
430,Courses,Very useful
433,Courses,Very useful
434,Courses,Somewhat useful
435,Courses,Very useful
436,Courses,Somewhat useful
438,Courses,Somewhat useful
439,Courses,Very useful
440,Courses,Very useful
446,Courses,Somewhat useful
448,Courses,Very useful
450,Courses,Very useful
452,Courses,Very useful
454,Courses,Very useful
455,Courses,Very useful
458,Courses,Very useful
463,Courses,Very useful
464,Courses,Somewhat useful
465,Courses,Very useful
468,Courses,Somewhat useful
470,Courses,Somewhat useful
471,Courses,Very useful
472,Courses,Very useful
479,Courses,Somewhat useful
480,Courses,Very useful
482,Courses,Not Useful
483,Courses,Very useful
486,Courses,Very useful
487,Courses,Very useful
488,Courses,Somewhat useful
490,Courses,Somewhat useful
491,Courses,Very useful
493,Courses,Very useful
494,Courses,Somewhat useful
495,Courses,Very useful
496,Courses,Very useful
498,Courses,Very useful
500,Courses,Very useful
502,Courses,Very useful
503,Courses,Somewhat useful
504,Courses,Very useful
510,Courses,Somewhat useful
511,Courses,Somewhat useful
512,Courses,Somewhat useful
513,Courses,Very useful
515,Courses,Very useful
516,Courses,Very useful
517,Courses,Very useful
518,Courses,Somewhat useful
519,Courses,Very useful
522,Courses,Somewhat useful
523,Courses,Very useful
524,Courses,Somewhat useful
525,Courses,Very useful
528,Courses,Very useful
532,Courses,Very useful
534,Courses,Very useful
535,Courses,Very useful
536,Courses,Very useful
537,Courses,Not Useful
538,Courses,Somewhat useful
541,Courses,Somewhat useful
542,Courses,Somewhat useful
543,Courses,Very useful
544,Courses,Very useful
545,Courses,Somewhat useful
546,Courses,Very useful
547,Courses,Very useful
550,Courses,Not Useful
555,Courses,Very useful
557,Courses,Very useful
558,Courses,Somewhat useful
560,Courses,Very useful
561,Courses,Very useful
562,Courses,Very useful
563,Courses,Very useful
564,Courses,Somewhat useful
566,Courses,Very useful
567,Courses,Very useful
568,Courses,Very useful
571,Courses,Somewhat useful
574,Courses,Very useful
576,Courses,Very useful
577,Courses,Very useful
578,Courses,Very useful
580,Courses,Very useful
581,Courses,Very useful
584,Courses,Somewhat useful
585,Courses,Somewhat useful
590,Courses,Very useful
592,Courses,Very useful
594,Courses,Somewhat useful
595,Courses,Somewhat useful
597,Courses,Somewhat useful
598,Courses,Very useful
599,Courses,Somewhat useful
603,Courses,Very useful
604,Courses,Somewhat useful
606,Courses,Very useful
607,Courses,Very useful
608,Courses,Very useful
611,Courses,Very useful
613,Courses,Very useful
617,Courses,Very useful
619,Courses,Somewhat useful
620,Courses,Very useful
621,Courses,Very useful
629,Courses,Somewhat useful
630,Courses,Very useful
635,Courses,Very useful
638,Courses,Somewhat useful
640,Courses,Somewhat useful
646,Courses,Very useful
648,Courses,Very useful
652,Courses,Very useful
654,Courses,Very useful
657,Courses,Somewhat useful
658,Courses,Very useful
659,Courses,Very useful
663,Courses,Very useful
666,Courses,Somewhat useful
668,Courses,Very useful
669,Courses,Very useful
670,Courses,Very useful
672,Courses,Very useful
673,Courses,Somewhat useful
674,Courses,Very useful
676,Courses,Very useful
677,Courses,Very useful
680,Courses,Very useful
681,Courses,Very useful
682,Courses,Somewhat useful
686,Courses,Very useful
687,Courses,Somewhat useful
701,Courses,Very useful
702,Courses,Very useful
703,Courses,Very useful
704,Courses,Very useful
706,Courses,Very useful
708,Courses,Somewhat useful
709,Courses,Somewhat useful
710,Courses,Very useful
712,Courses,Very useful
713,Courses,Somewhat useful
714,Courses,Very useful
715,Courses,Somewhat useful
717,Courses,Very useful
718,Courses,Very useful
719,Courses,Very useful
720,Courses,Very useful
722,Courses,Somewhat useful
723,Courses,Very useful
727,Courses,Very useful
729,Courses,Somewhat useful
730,Courses,Very useful
733,Courses,Very useful
734,Courses,Somewhat useful
735,Courses,Very useful
739,Courses,Very useful
740,Courses,Very useful
742,Courses,Very useful
743,Courses,Very useful
744,Courses,Very useful
747,Courses,Very useful
748,Courses,Somewhat useful
749,Courses,Very useful
750,Courses,Very useful
751,Courses,Very useful
753,Courses,Very useful
755,Courses,Somewhat useful
756,Courses,Somewhat useful
757,Courses,Somewhat useful
760,Courses,Very useful
761,Courses,Very useful
762,Courses,Somewhat useful
764,Courses,Somewhat useful
769,Courses,Somewhat useful
770,Courses,Very useful
771,Courses,Somewhat useful
772,Courses,Very useful
773,Courses,Very useful
776,Courses,Very useful
778,Courses,Very useful
780,Courses,Very useful
782,Courses,Very useful
783,Courses,Very useful
787,Courses,Somewhat useful
788,Courses,Somewhat useful
789,Courses,Very useful
790,Courses,Somewhat useful
793,Courses,Very useful
796,Courses,Very useful
797,Courses,Very useful
798,Courses,Very useful
799,Courses,Very useful
800,Courses,Somewhat useful
802,Courses,Very useful
803,Courses,Very useful
805,Courses,Very useful
806,Courses,Very useful
807,Courses,Very useful
809,Courses,Very useful
810,Courses,Very useful
812,Courses,Very useful
813,Courses,Very useful
815,Courses,Very useful
816,Courses,Very useful
823,Courses,Very useful
824,Courses,Somewhat useful
826,Courses,Somewhat useful
827,Courses,Very useful
828,Courses,Very useful
829,Courses,Somewhat useful
832,Courses,Somewhat useful
834,Courses,Very useful
840,Courses,Very useful
842,Courses,Somewhat useful
843,Courses,Somewhat useful
844,Courses,Somewhat useful
847,Courses,Very useful
848,Courses,Somewhat useful
849,Courses,Somewhat useful
850,Courses,Very useful
851,Courses,Very useful
852,Courses,Very useful
856,Courses,Somewhat useful
857,Courses,Very useful
858,Courses,Somewhat useful
859,Courses,Very useful
863,Courses,Somewhat useful
867,Courses,Very useful
868,Courses,Very useful
869,Courses,Very useful
870,Courses,Very useful
871,Courses,Very useful
872,Courses,Very useful
874,Courses,Very useful
875,Courses,Somewhat useful
881,Courses,Very useful
882,Courses,Very useful
883,Courses,Very useful
885,Courses,Very useful
888,Courses,Very useful
889,Courses,Somewhat useful
891,Courses,Very useful
893,Courses,Somewhat useful
894,Courses,Very useful
895,Courses,Very useful
899,Courses,Very useful
900,Courses,Very useful
904,Courses,Somewhat useful
907,Courses,Somewhat useful
908,Courses,Very useful
909,Courses,Very useful
914,Courses,Very useful
917,Courses,Somewhat useful
921,Courses,Very useful
924,Courses,Very useful
925,Courses,Very useful
928,Courses,Very useful
929,Courses,Somewhat useful
931,Courses,Somewhat useful
932,Courses,Very useful
933,Courses,Very useful
935,Courses,Very useful
936,Courses,Somewhat useful
938,Courses,Very useful
943,Courses,Very useful
944,Courses,Somewhat useful
947,Courses,Very useful
952,Courses,Somewhat useful
953,Courses,Somewhat useful
954,Courses,Very useful
956,Courses,Somewhat useful
957,Courses,Very useful
959,Courses,Very useful
960,Courses,Somewhat useful
961,Courses,Somewhat useful
962,Courses,Very useful
968,Courses,Very useful
969,Courses,Very useful
970,Courses,Somewhat useful
971,Courses,Very useful
972,Courses,Very useful
974,Courses,Very useful
976,Courses,Very useful
978,Courses,Somewhat useful
981,Courses,Very useful
982,Courses,Very useful
983,Courses,Very useful
984,Courses,Very useful
986,Courses,Somewhat useful
988,Courses,Very useful
990,Courses,Very useful
996,Courses,Very useful
999,Courses,Very useful
1000,Courses,Very useful
1001,Courses,Very useful
1004,Courses,Very useful
1005,Courses,Somewhat useful
1006,Courses,Somewhat useful
1007,Courses,Somewhat useful
1008,Courses,Somewhat useful
1012,Courses,Very useful
1015,Courses,Somewhat useful
1017,Courses,Somewhat useful
1018,Courses,Very useful
1019,Courses,Very useful
1024,Courses,Very useful
1026,Courses,Somewhat useful
1027,Courses,Somewhat useful
1028,Courses,Very useful
1030,Courses,Very useful
1031,Courses,Very useful
1032,Courses,Very useful
1033,Courses,Somewhat useful
1034,Courses,Very useful
1036,Courses,Very useful
1039,Courses,Somewhat useful
1040,Courses,Very useful
1041,Courses,Somewhat useful
1043,Courses,Very useful
1044,Courses,Very useful
1046,Courses,Somewhat useful
1047,Courses,Very useful
1048,Courses,Very useful
1050,Courses,Somewhat useful
1052,Courses,Somewhat useful
1053,Courses,Very useful
1055,Courses,Somewhat useful
1061,Courses,Somewhat useful
1062,Courses,Very useful
1063,Courses,Somewhat useful
1066,Courses,Somewhat useful
1069,Courses,Very useful
1072,Courses,Very useful
1073,Courses,Somewhat useful
1074,Courses,Somewhat useful
1077,Courses,Somewhat useful
1078,Courses,Very useful
1081,Courses,Very useful
1082,Courses,Very useful
1083,Courses,Very useful
1085,Courses,Very useful
1086,Courses,Very useful
1089,Courses,Very useful
1090,Courses,Very useful
1092,Courses,Very useful
1094,Courses,Somewhat useful
1095,Courses,Not Useful
1096,Courses,Very useful
1101,Courses,Somewhat useful
1105,Courses,Somewhat useful
1107,Courses,Somewhat useful
1111,Courses,Somewhat useful
1114,Courses,Very useful
1116,Courses,Very useful
1117,Courses,Very useful
1118,Courses,Very useful
1120,Courses,Very useful
1123,Courses,Somewhat useful
1124,Courses,Somewhat useful
1126,Courses,Very useful
1128,Courses,Somewhat useful
1130,Courses,Very useful
1133,Courses,Very useful
1135,Courses,Very useful
1136,Courses,Very useful
1140,Courses,Very useful
1141,Courses,Very useful
1146,Courses,Very useful
1147,Courses,Very useful
1163,Courses,Very useful
1168,Courses,Somewhat useful
1170,Courses,Very useful
1171,Courses,Very useful
1172,Courses,Somewhat useful
1179,Courses,Somewhat useful
1188,Courses,Very useful
1194,Courses,Somewhat useful
1197,Courses,Very useful
1199,Courses,Very useful
1200,Courses,Very useful
1207,Courses,Very useful
1213,Courses,Somewhat useful
1215,Courses,Very useful
1218,Courses,Somewhat useful
1220,Courses,Very useful
1227,Courses,Very useful
1231,Courses,Very useful
1244,Courses,Very useful
1253,Courses,Very useful
1258,Courses,Very useful
1261,Courses,Very useful
1262,Courses,Very useful
1266,Courses,Very useful
1276,Courses,Somewhat useful
1282,Courses,Very useful
1285,Courses,Very useful
1288,Courses,Very useful
1292,Courses,Somewhat useful
1294,Courses,Very useful
1295,Courses,Very useful
1299,Courses,Very useful
1302,Courses,Very useful
1303,Courses,Very useful
1309,Courses,Somewhat useful
1315,Courses,Very useful
1316,Courses,Very useful
1319,Courses,Very useful
1320,Courses,Somewhat useful
1324,Courses,Very useful
1328,Courses,Very useful
1330,Courses,Very useful
1336,Courses,Somewhat useful
1338,Courses,Very useful
1340,Courses,Very useful
1341,Courses,Somewhat useful
1346,Courses,Very useful
1348,Courses,Very useful
1349,Courses,Very useful
1351,Courses,Very useful
1356,Courses,Very useful
1357,Courses,Somewhat useful
1363,Courses,Somewhat useful
1364,Courses,Very useful
1365,Courses,Very useful
1366,Courses,Very useful
1368,Courses,Very useful
1370,Courses,Very useful
1382,Courses,Somewhat useful
1384,Courses,Very useful
1388,Courses,Very useful
1392,Courses,Very useful
1405,Courses,Very useful
1407,Courses,Very useful
1408,Courses,Very useful
1409,Courses,Very useful
1410,Courses,Somewhat useful
1416,Courses,Very useful
1420,Courses,Very useful
1424,Courses,Very useful
1431,Courses,Very useful
1434,Courses,Very useful
1438,Courses,Very useful
1442,Courses,Very useful
1443,Courses,Somewhat useful
1445,Courses,Very useful
1448,Courses,Somewhat useful
1449,Courses,Somewhat useful
1454,Courses,Somewhat useful
1456,Courses,Somewhat useful
1457,Courses,Very useful
1458,Courses,Very useful
1459,Courses,Very useful
1461,Courses,Somewhat useful
1469,Courses,Very useful
1471,Courses,Very useful
1474,Courses,Very useful
1481,Courses,Somewhat useful
1482,Courses,Very useful
1483,Courses,Very useful
1484,Courses,Very useful
1490,Courses,Very useful
1494,Courses,Very useful
1509,Courses,Very useful
1511,Courses,Somewhat useful
1518,Courses,Very useful
1521,Courses,Very useful
1522,Courses,Very useful
1523,Courses,Very useful
1526,Courses,Very useful
1530,Courses,Very useful
1533,Courses,Very useful
1534,Courses,Very useful
1536,Courses,Somewhat useful
1538,Courses,Somewhat useful
1541,Courses,Very useful
1544,Courses,Very useful
1546,Courses,Very useful
1547,Courses,Somewhat useful
1548,Courses,Very useful
1555,Courses,Very useful
1559,Courses,Very useful
1560,Courses,Very useful
1563,Courses,Very useful
1566,Courses,Very useful
1567,Courses,Very useful
1568,Courses,Somewhat useful
1569,Courses,Somewhat useful
1574,Courses,Somewhat useful
1577,Courses,Somewhat useful
1578,Courses,Very useful
1580,Courses,Very useful
1582,Courses,Somewhat useful
1588,Courses,Very useful
1590,Courses,Very useful
1600,Courses,Very useful
1601,Courses,Very useful
1602,Courses,Very useful
1603,Courses,Very useful
1604,Courses,Very useful
1608,Courses,Very useful
1611,Courses,Very useful
1612,Courses,Very useful
1617,Courses,Very useful
1625,Courses,Very useful
1627,Courses,Very useful
1629,Courses,Very useful
1632,Courses,Somewhat useful
1633,Courses,Somewhat useful
1648,Courses,Very useful
1649,Courses,Very useful
1650,Courses,Somewhat useful
1651,Courses,Somewhat useful
1657,Courses,Very useful
1658,Courses,Very useful
1659,Courses,Very useful
1666,Courses,Very useful
1667,Courses,Very useful
1673,Courses,Somewhat useful
1674,Courses,Very useful
1675,Courses,Somewhat useful
1681,Courses,Very useful
1684,Courses,Very useful
1685,Courses,Very useful
1688,Courses,Very useful
1691,Courses,Very useful
1693,Courses,Somewhat useful
1695,Courses,Very useful
1696,Courses,Very useful
1699,Courses,Somewhat useful
1701,Courses,Somewhat useful
1703,Courses,Very useful
1704,Courses,Very useful
1705,Courses,Very useful
1710,Courses,Very useful
1711,Courses,Somewhat useful
1712,Courses,Very useful
1717,Courses,Very useful
1718,Courses,Very useful
1719,Courses,Very useful
1723,Courses,Very useful
1727,Courses,Somewhat useful
1730,Courses,Somewhat useful
1731,Courses,Very useful
1739,Courses,Very useful
1745,Courses,Very useful
1747,Courses,Somewhat useful
1749,Courses,Very useful
1753,Courses,Very useful
1754,Courses,Very useful
1756,Courses,Somewhat useful
1765,Courses,Somewhat useful
1766,Courses,Somewhat useful
1767,Courses,Very useful
1768,Courses,Very useful
1770,Courses,Very useful
1772,Courses,Very useful
1773,Courses,Very useful
1774,Courses,Very useful
1777,Courses,Somewhat useful
1781,Courses,Somewhat useful
1783,Courses,Very useful
1788,Courses,Very useful
1789,Courses,Very useful
1790,Courses,Somewhat useful
1791,Courses,Somewhat useful
1797,Courses,Very useful
1798,Courses,Very useful
1799,Courses,Somewhat useful
1800,Courses,Very useful
1802,Courses,Very useful
1803,Courses,Not Useful
1804,Courses,Somewhat useful
1806,Courses,Somewhat useful
1808,Courses,Somewhat useful
1811,Courses,Very useful
1818,Courses,Somewhat useful
1819,Courses,Very useful
1822,Courses,Very useful
1826,Courses,Very useful
1828,Courses,Not Useful
1829,Courses,Somewhat useful
1832,Courses,Very useful
1838,Courses,Very useful
1846,Courses,Somewhat useful
1847,Courses,Very useful
1850,Courses,Very useful
1851,Courses,Very useful
1853,Courses,Very useful
1855,Courses,Somewhat useful
1860,Courses,Very useful
1862,Courses,Very useful
1865,Courses,Very useful
1867,Courses,Very useful
1868,Courses,Very useful
1870,Courses,Somewhat useful
1872,Courses,Somewhat useful
1873,Courses,Very useful
1875,Courses,Very useful
1876,Courses,Very useful
1887,Courses,Somewhat useful
1888,Courses,Very useful
1893,Courses,Somewhat useful
1895,Courses,Very useful
1896,Courses,Very useful
1897,Courses,Very useful
1898,Courses,Very useful
1899,Courses,Very useful
1902,Courses,Very useful
1904,Courses,Very useful
1906,Courses,Very useful
1909,Courses,Somewhat useful
1912,Courses,Somewhat useful
1914,Courses,Somewhat useful
1915,Courses,Very useful
1917,Courses,Very useful
1918,Courses,Very useful
1922,Courses,Very useful
1925,Courses,Very useful
1928,Courses,Somewhat useful
1929,Courses,Somewhat useful
1931,Courses,Very useful
1932,Courses,Somewhat useful
1934,Courses,Very useful
1935,Courses,Very useful
1939,Courses,Very useful
1953,Courses,Very useful
1956,Courses,Very useful
1959,Courses,Somewhat useful
1965,Courses,Very useful
1967,Courses,Very useful
1974,Courses,Very useful
1977,Courses,Very useful
1978,Courses,Very useful
1980,Courses,Very useful
1981,Courses,Somewhat useful
1984,Courses,Very useful
1990,Courses,Somewhat useful
1993,Courses,Very useful
2000,Courses,Very useful
2003,Courses,Somewhat useful
2007,Courses,Very useful
2009,Courses,Somewhat useful
2013,Courses,Somewhat useful
2016,Courses,Somewhat useful
2023,Courses,Somewhat useful
2024,Courses,Very useful
2026,Courses,Very useful
2029,Courses,Very useful
2030,Courses,Very useful
2033,Courses,Very useful
2037,Courses,Very useful
2038,Courses,Very useful
2039,Courses,Very useful
2041,Courses,Very useful
2044,Courses,Very useful
2048,Courses,Somewhat useful
2050,Courses,Very useful
2052,Courses,Very useful
2054,Courses,Very useful
2059,Courses,Very useful
2061,Courses,Very useful
2062,Courses,Very useful
2064,Courses,Very useful
2068,Courses,Somewhat useful
2069,Courses,Very useful
2070,Courses,Somewhat useful
2074,Courses,Very useful
2075,Courses,Very useful
2078,Courses,Very useful
2080,Courses,Very useful
2082,Courses,Somewhat useful
2086,Courses,Very useful
2087,Courses,Very useful
2089,Courses,Very useful
2090,Courses,Very useful
2091,Courses,Very useful
2095,Courses,Very useful
2098,Courses,Very useful
2103,Courses,Somewhat useful
2109,Courses,Very useful
2113,Courses,Very useful
2114,Courses,Somewhat useful
2117,Courses,Very useful
2118,Courses,Very useful
2123,Courses,Very useful
2125,Courses,Somewhat useful
2130,Courses,Very useful
2132,Courses,Very useful
2134,Courses,Somewhat useful
2136,Courses,Very useful
2138,Courses,Very useful
2143,Courses,Somewhat useful
2145,Courses,Very useful
2147,Courses,Somewhat useful
2150,Courses,Very useful
2156,Courses,Somewhat useful
2159,Courses,Very useful
2162,Courses,Very useful
2165,Courses,Very useful
2166,Courses,Very useful
2169,Courses,Very useful
2174,Courses,Very useful
2182,Courses,Very useful
2184,Courses,Very useful
2187,Courses,Somewhat useful
2192,Courses,Very useful
2194,Courses,Very useful
2196,Courses,Somewhat useful
2198,Courses,Somewhat useful
2203,Courses,Somewhat useful
2206,Courses,Very useful
2209,Courses,Very useful
